personid,race,gender,drivercity,driverstate,dlstate,policeid,vehicleid,age,,,,,,,,,,,,,,,,,,,,,
p2165,WHITE,M,ABINGDON,MD,MD,1100,v2811,52,,,,,,,,,,,,,,,,,,,,,
p2170,HISPANIC,M,ADELPHI,MD,MD,1136,v2218,54,,,,,,,,,,,,,,,,,,,,,
p2171,WHITE,F,ADAMSTOWN,MD,MD,1138,v1379,30,,,,,,,,,,,,,,,,,,,,,
p2172,WHITE,M,ABINGDON,MD,MD,1104,v2812,33,,,,,,,,,,,,,,,,,,,,,
p2173,WHITE,M,ADAMSTOWN,MD,MD,1140,v1380,35,,,,,,,,,,,,,,,,,,,,,
p2174,WHITE,M,ADAMSTOWN,MD,MD,1142,v1381,31,,,,,,,,,,,,,,,,,,,,,
p2176,WHITE,M,ADELPHI,MD,MD,1138,v2219,33,,,,,,,,,,,,,,,,,,,,,
p2180,HISPANIC,M,ADELPHI,MD,MD,1140,v2220,28,,,,,,,,,,,,,,,,,,,,,
p2183,WHITE,M,ADAMSTOWN,MD,MD,1156,v3280,63,,,,,,,,,,,,,,,,,,,,,
p2195,WHITE,M,ADELPHI,MD,MD,1142,v2221,18,,,,,,,,,,,,,,,,,,,,,
p2197,WHITE,M,ADAMSTOWN,MD,NC,1148,v1382,20,,,,,,,,,,,,,,,,,,,,,
p2198,HISPANIC,M,ADELPHI,MD,MD,1148,v2222,33,,,,,,,,,,,,,,,,,,,,,
p2202,WHITE,M,ADAMSTOWN,MD,MD,1158,v3397,43,,,,,,,,,,,,,,,,,,,,,
p2203,WHITE,F,ADELPHI,MD,MD,1128,v2223,68,,,,,,,,,,,,,,,,,,,,,
p2204,WHITE,M,ABINGDON,MD,MD,1108,v2813,38,,,,,,,,,,,,,,,,,,,,,
p2208,WHITE,M,ADAMSTOWN,MD,MD,1152,v3398,35,,,,,,,,,,,,,,,,,,,,,
p2212,WHITE,M,ABINGDON,MD,MD,1110,v2814,34,,,,,,,,,,,,,,,,,,,,,
p2214,WHITE,M,ADELPHI,MD,XX,1152,v3098,59,,,,,,,,,,,,,,,,,,,,,
p2216,HISPANIC,M,ADELPHI,MD,MD,1154,v3099,49,,,,,,,,,,,,,,,,,,,,,
p2217,WHITE,M,ADELPHI,MD,MD,1100,v2224,48,,,,,,,,,,,,,,,,,,,,,
p2219,WHITE,M,ADAMSTOWN,MD,NC,1128,v1383,51,,,,,,,,,,,,,,,,,,,,,
p2223,WHITE,F,ADAMSTOWN,MD,MD,1138,v1679,63,,,,,,,,,,,,,,,,,,,,,
p2225,WHITE,M,ABINGDON,MD,MD,1112,v2815,21,,,,,,,,,,,,,,,,,,,,,
p2232,HISPANIC,F,ADELPHI,MD,MD,1104,v2225,51,,,,,,,,,,,,,,,,,,,,,
p2234,WHITE,M,ADAMSTOWN,MD,MD,1144,v3281,38,,,,,,,,,,,,,,,,,,,,,
p2239,WHITE,M,ADAMSTOWN,MD,MD,1100,v1384,20,,,,,,,,,,,,,,,,,,,,,
p2243,WHITE,F,ADELPHI,MD,MD,1108,v2226,37,,,,,,,,,,,,,,,,,,,,,
p2245,WHITE,M,ADAMSTOWN,MD,MD,1140,v1680,34,,,,,,,,,,,,,,,,,,,,,
p2247,WHITE,M,ADELPHI,MD,XX,1156,v3100,68,,,,,,,,,,,,,,,,,,,,,
p2248,WHITE,M,ADAMSTOWN,MD,MD,1142,v1681,22,,,,,,,,,,,,,,,,,,,,,
p2253,WHITE,M,ADELPHI,MD,MD,1110,v2227,70,,,,,,,,,,,,,,,,,,,,,
p2255,BLACK,F,ADELPHI,MD,MD,1112,v2228,38,,,,,,,,,,,,,,,,,,,,,
p2258,WHITE,F,ADELPHI,MD,MD,1130,v2229,28,,,,,,,,,,,,,,,,,,,,,
p2259,OTHER,M,ADELPHI,MD,MD,1102,v2230,44,,,,,,,,,,,,,,,,,,,,,
p2261,OTHER,F,ADAMSTOWN,MD,MD,1104,v1385,70,,,,,,,,,,,,,,,,,,,,,
p2262,WHITE,M,ADELPHI,MD,MD,1144,v3101,32,,,,,,,,,,,,,,,,,,,,,
p2266,WHITE,M,ABINGDON,MD,MD,1130,v2816,46,,,,,,,,,,,,,,,,,,,,,
p2268,WHITE,M,ABINGDON,MD,MD,1102,v2817,62,,,,,,,,,,,,,,,,,,,,,
p2270,OTHER,M,ADELPHI,MD,MD,1106,v2231,38,,,,,,,,,,,,,,,,,,,,,
p2275,WHITE,M,ADAMSTOWN,MD,MD,1148,v1682,21,,,,,,,,,,,,,,,,,,,,,
p2276,BLACK,M,ABINGDON,MD,MD,1106,v2818,39,,,,,,,,,,,,,,,,,,,,,
p2277,WHITE,M,ADELPHI,MD,MD,1146,v3102,26,,,,,,,,,,,,,,,,,,,,,
p2282,ASIAN,M,ABINGDON,MD,MD,1126,v2819,32,,,,,,,,,,,,,,,,,,,,,
p2284,WHITE,M,ADELPHI,MD,MD,1124,v3103,65,,,,,,,,,,,,,,,,,,,,,
p2285,OTHER,F,ADAMSTOWN,MD,MD,1108,v1386,21,,,,,,,,,,,,,,,,,,,,,
p2286,BLACK,F,ADELPHI,MD,MD,1126,v2232,31,,,,,,,,,,,,,,,,,,,,,
p2287,BLACK,M,ADELPHI,MD,MD,1114,v2233,59,,,,,,,,,,,,,,,,,,,,,
p2290,WHITE,M,ABINGDON,MD,MD,1114,v2820,63,,,,,,,,,,,,,,,,,,,,,
p2292,WHITE,F,ADELPHI,MD,MD,1122,v2234,35,,,,,,,,,,,,,,,,,,,,,
p2298,BLACK,F,ADELPHI,MD,MD,1134,v2235,54,,,,,,,,,,,,,,,,,,,,,
p2301,HISPANIC,M,ADELPHI,MD,MD,1116,v2236,56,,,,,,,,,,,,,,,,,,,,,
p2306,BLACK,M,ADELPHI,MD,MD,1120,v2237,70,,,,,,,,,,,,,,,,,,,,,
p2309,WHITE,M,ABINGDON,MD,MD,1122,v2821,51,,,,,,,,,,,,,,,,,,,,,
p2311,OTHER,M,ADELPHI,MD,MD,1132,v3104,66,,,,,,,,,,,,,,,,,,,,,
p2315,WHITE,M,ABINGDON,MD,MD,1134,v2822,48,,,,,,,,,,,,,,,,,,,,,
p2316,WHITE,M,ABINGDON,MD,MD,1116,v2823,35,,,,,,,,,,,,,,,,,,,,,
p2317,HISPANIC,M,ADELPHI,MD,MD,1118,v2238,33,,,,,,,,,,,,,,,,,,,,,
p2319,BLACK,M,ADELPHI,MD,MD,1150,v2239,35,,,,,,,,,,,,,,,,,,,,,
p2320,HISPANIC,M,ADELPHI,MD,MD,1158,v2240,52,,,,,,,,,,,,,,,,,,,,,
p2321,BLACK,M,ADELPHI,MD,MD,1152,v2241,29,,,,,,,,,,,,,,,,,,,,,
p2325,HISPANIC,M,ADELPHI,MD,MD,1154,v2242,32,,,,,,,,,,,,,,,,,,,,,
p2326,WHITE,F,ADAMSTOWN,MD,MD,1146,v3282,32,,,,,,,,,,,,,,,,,,,,,
p2328,HISPANIC,M,ADELPHI,MD,MD,1156,v2243,28,,,,,,,,,,,,,,,,,,,,,
p2329,WHITE,M,ABINGDON,MD,MD,1120,v2824,35,,,,,,,,,,,,,,,,,,,,,
p2331,OTHER,M,ADELPHI,MD,MD,1136,v3105,60,,,,,,,,,,,,,,,,,,,,,
p2332,WHITE,F,ADAMSTOWN,MD,MD,1124,v3283,69,,,,,,,,,,,,,,,,,,,,,
p2333,BLACK,M,ADELPHI,MD,MD,1144,v2244,19,,,,,,,,,,,,,,,,,,,,,
p2337,WHITE,M,ADAMSTOWN,MD,MD,1110,v1387,31,,,,,,,,,,,,,,,,,,,,,
p2339,WHITE,M,ADAMSTOWN,MD,MD,1112,v1388,24,,,,,,,,,,,,,,,,,,,,,
p2341,ASIAN,M,ADELPHI,MD,MD,1146,v2245,37,,,,,,,,,,,,,,,,,,,,,
p2342,OTHER,M,ADELPHI,MD,MD,1138,v3106,57,,,,,,,,,,,,,,,,,,,,,
p2348,WHITE,F,ADAMSTOWN,MD,MD,1128,v1683,53,,,,,,,,,,,,,,,,,,,,,
p2349,OTHER,M,ADELPHI,MD,MD,1140,v3107,24,,,,,,,,,,,,,,,,,,,,,
p2355,WHITE,F,ADAMSTOWN,MD,MD,1132,v3284,57,,,,,,,,,,,,,,,,,,,,,
p2357,OTHER,M,ADELPHI,MD,MD,1142,v3108,40,,,,,,,,,,,,,,,,,,,,,
p2360,WHITE,M,ABINGDON,MD,MD,1118,v2825,38,,,,,,,,,,,,,,,,,,,,,
p2364,WHITE,F,ADAMSTOWN,MD,MD,1100,v1684,53,,,,,,,,,,,,,,,,,,,,,
p2371,OTHER,M,ADELPHI,MD,MD,1148,v3109,60,,,,,,,,,,,,,,,,,,,,,
p2374,WHITE,F,ADAMSTOWN,MD,MD,1130,v1389,41,,,,,,,,,,,,,,,,,,,,,
p2375,WHITE,F,ADAMSTOWN,MD,MD,1102,v1390,36,,,,,,,,,,,,,,,,,,,,,
p2376,WHITE,M,ABINGDON,MD,MD,1150,v2826,42,,,,,,,,,,,,,,,,,,,,,
p2377,HISPANIC,M,ADELPHI,MD,MD,1124,v2246,69,,,,,,,,,,,,,,,,,,,,,
p2379,BLACK,F,ABINGDON,MD,MD,1158,v2827,70,,,,,,,,,,,,,,,,,,,,,
p2380,BLACK,M,ADELPHI,MD,MD,1132,v2247,22,,,,,,,,,,,,,,,,,,,,,
p2384,ASIAN,M,ADELPHI,MD,MD,1136,v2248,43,,,,,,,,,,,,,,,,,,,,,
p2385,ASIAN,M,ABINGDON,MD,PA,1152,v2828,46,,,,,,,,,,,,,,,,,,,,,
p2390,BLACK,M,ADAMSTOWN,MD,MD,1104,v1685,37,,,,,,,,,,,,,,,,,,,,,
p2391,WHITE,M,ADELPHI,MD,MD,1128,v3110,28,,,,,,,,,,,,,,,,,,,,,
p2392,BLACK,M,ADELPHI,MD,MD,1138,v2249,45,,,,,,,,,,,,,,,,,,,,,
p2393,HISPANIC,M,ADELPHI,MD,MD,1140,v2250,54,,,,,,,,,,,,,,,,,,,,,
p2399,BLACK,M,ADELPHI,MD,MD,1142,v2251,18,,,,,,,,,,,,,,,,,,,,,
p2402,WHITE,M,ADAMSTOWN,MD,MD,1108,v1686,62,,,,,,,,,,,,,,,,,,,,,
p2404,BLACK,F,ADELPHI,MD,MD,1100,v3111,33,,,,,,,,,,,,,,,,,,,,,
p2406,BLACK,F,ADELPHI,MD,MD,1104,v3112,24,,,,,,,,,,,,,,,,,,,,,
p2408,WHITE,M,ADELPHI,MD,MD,1148,v2252,23,,,,,,,,,,,,,,,,,,,,,
p2409,HISPANIC,M,ADAMSTOWN,MD,MD,1110,v1687,28,,,,,,,,,,,,,,,,,,,,,
p2417,WHITE,M,ADAMSTOWN,MD,MD,1106,v1391,68,,,,,,,,,,,,,,,,,,,,,
p2418,WHITE,F,ADAMSTOWN,MD,MD,1136,v3285,19,,,,,,,,,,,,,,,,,,,,,
p2420,BLACK,M,ADELPHI,MD,MD,1128,v2253,24,,,,,,,,,,,,,,,,,,,,,
p2421,HISPANIC,M,ADAMSTOWN,MD,MD,1112,v1688,48,,,,,,,,,,,,,,,,,,,,,
p2422,WHITE,F,ADELPHI,MD,MD,1100,v2254,32,,,,,,,,,,,,,,,,,,,,,
p2423,BLACK,F,ABINGDON,MD,MD,1154,v2829,67,,,,,,,,,,,,,,,,,,,,,
p2426,BLACK,M,ADELPHI,MD,MD,1104,v2255,67,,,,,,,,,,,,,,,,,,,,,
p2427,WHITE,M,ADELPHI,MD,MD,1108,v2256,31,,,,,,,,,,,,,,,,,,,,,
p2430,WHITE,M,ADAMSTOWN,MD,MD,1130,v1689,48,,,,,,,,,,,,,,,,,,,,,
p2432,HISPANIC,M,ADELPHI,MD,MD,1110,v2257,38,,,,,,,,,,,,,,,,,,,,,
p2433,BLACK,F,ADAMSTOWN,MD,MD,1138,v3286,20,,,,,,,,,,,,,,,,,,,,,
p2434,WHITE,M,ADAMSTOWN,MD,MD,1102,v1690,18,,,,,,,,,,,,,,,,,,,,,
p2436,WHITE,F,ADAMSTOWN,MD,MD,1106,v1691,57,,,,,,,,,,,,,,,,,,,,,
p2437,BLACK,M,ADELPHI,MD,MD,1112,v2258,41,,,,,,,,,,,,,,,,,,,,,
p2439,HISPANIC,M,ADELPHI,MD,MD,1108,v3113,39,,,,,,,,,,,,,,,,,,,,,
p2444,WHITE,M,ADELPHI,MD,MD,1130,v2259,59,,,,,,,,,,,,,,,,,,,,,
p2445,WHITE,M,ABINGDON,MD,MD,1156,v2830,24,,,,,,,,,,,,,,,,,,,,,
p2446,ASIAN,F,ABINGDON,MD,MD,1144,v2831,41,,,,,,,,,,,,,,,,,,,,,
p2447,WHITE,M,ABINGDON,MD,MD,1146,v2832,27,,,,,,,,,,,,,,,,,,,,,
p2452,WHITE,M,ADAMSTOWN,MD,MD,1126,v1692,25,,,,,,,,,,,,,,,,,,,,,
p2453,WHITE,M,ADAMSTOWN,MD,MD,1140,v3287,34,,,,,,,,,,,,,,,,,,,,,
p2454,WHITE,M,ADAMSTOWN,MD,MD,1126,v1392,70,,,,,,,,,,,,,,,,,,,,,
p2455,HISPANIC,M,ADELPHI,MD,MD,1102,v2260,43,,,,,,,,,,,,,,,,,,,,,
p2460,WHITE,M,ABINGDON,MD,MD,1124,v2833,47,,,,,,,,,,,,,,,,,,,,,
p2462,BLACK,M,ADELPHI,MD,MD,1106,v2261,30,,,,,,,,,,,,,,,,,,,,,
p2463,WHITE,M,ABINGDON,MD,MD,1132,v2834,56,,,,,,,,,,,,,,,,,,,,,
p2464,WHITE,M,ADAMSTOWN,MD,MD,1142,v3288,46,,,,,,,,,,,,,,,,,,,,,
p2467,WHITE,M,ADAMSTOWN,MD,MD,1148,v3289,37,,,,,,,,,,,,,,,,,,,,,
p2471,WHITE,F,ABINGDON,MD,MD,1136,v2835,53,,,,,,,,,,,,,,,,,,,,,
p2474,BLACK,F,ADELPHI,MD,MD,1126,v2262,37,,,,,,,,,,,,,,,,,,,,,
p2477,WHITE,M,ADAMSTOWN,MD,MD,1114,v1693,37,,,,,,,,,,,,,,,,,,,,,
p2478,HISPANIC,M,ADELPHI,MD,MD,1110,v3114,25,,,,,,,,,,,,,,,,,,,,,
p2482,BLACK,M,ABINGDON,MD,MD,1138,v2836,64,,,,,,,,,,,,,,,,,,,,,
p2483,WHITE,M,ADELPHI,MD,MD,1114,v2263,59,,,,,,,,,,,,,,,,,,,,,
p2489,HISPANIC,M,ADELPHI,MD,MD,1112,v3115,52,,,,,,,,,,,,,,,,,,,,,
p2492,BLACK,M,ADELPHI,MD,MD,1122,v2264,36,,,,,,,,,,,,,,,,,,,,,
p2494,WHITE,M,ADAMSTOWN,MD,MD,1128,v3290,24,,,,,,,,,,,,,,,,,,,,,
p2497,HISPANIC,M,ADELPHI,MD,MD,1134,v2265,49,,,,,,,,,,,,,,,,,,,,,
p2498,BLACK,F,ADELPHI,MD,MD,1116,v2266,49,,,,,,,,,,,,,,,,,,,,,
p2500,WHITE,F,ADAMSTOWN,MD,MD,1114,v1393,43,,,,,,,,,,,,,,,,,,,,,
p2501,WHITE,M,ADAMSTOWN,MD,MD,1100,v3291,62,,,,,,,,,,,,,,,,,,,,,
p2506,HISPANIC,M,ABINGDON,MD,MD,1140,v2837,55,,,,,,,,,,,,,,,,,,,,,
p2507,WHITE,M,ADAMSTOWN,MD,MD,1122,v1394,29,,,,,,,,,,,,,,,,,,,,,
p2509,HISPANIC,M,ADELPHI,MD,MD,1120,v2267,18,,,,,,,,,,,,,,,,,,,,,
p2513,WHITE,M,ADAMSTOWN,MD,MD,1104,v3292,30,,,,,,,,,,,,,,,,,,,,,
p2515,BLACK,F,ADELPHI,MD,MD,1118,v2268,60,,,,,,,,,,,,,,,,,,,,,
p2516,HISPANIC,M,ABINGDON,MD,MD,1142,v2838,41,,,,,,,,,,,,,,,,,,,,,
p2517,WHITE,M,ABINGDON,MD,MD,1148,v2839,25,,,,,,,,,,,,,,,,,,,,,
p2519,WHITE,M,ADELPHI,MD,MD,1150,v2269,43,,,,,,,,,,,,,,,,,,,,,
p2522,BLACK,M,ADELPHI,MD,MD,1158,v2270,48,,,,,,,,,,,,,,,,,,,,,
p2524,WHITE,M,ADAMSTOWN,MD,MD,1122,v1694,22,,,,,,,,,,,,,,,,,,,,,
p2526,HISPANIC,M,ADELPHI,MD,MD,1152,v2271,46,,,,,,,,,,,,,,,,,,,,,
p2528,OTHER,F,ADELPHI,MD,MD,1154,v2272,46,,,,,,,,,,,,,,,,,,,,,
p2530,HISPANIC,M,ADELPHI,MD,MD,1130,v3116,48,,,,,,,,,,,,,,,,,,,,,
p2538,WHITE,M,ABINGDON,MD,MD,1128,v2840,25,,,,,,,,,,,,,,,,,,,,,
p2541,WHITE,M,ABINGDON,MD,MD,1100,v2841,32,,,,,,,,,,,,,,,,,,,,,
p2546,WHITE,M,ADELPHI,MD,MD,1156,v2273,62,,,,,,,,,,,,,,,,,,,,,
p2555,HISPANIC,M,ADELPHI,MD,MD,1102,v3117,67,,,,,,,,,,,,,,,,,,,,,
p2556,BLACK,M,ADELPHI,MD,MD,1144,v2274,26,,,,,,,,,,,,,,,,,,,,,
p2557,WHITE,F,ADAMSTOWN,MD,MD,1134,v1695,50,,,,,,,,,,,,,,,,,,,,,
p2561,HISPANIC,M,ADELPHI,MD,MD,1146,v2275,58,,,,,,,,,,,,,,,,,,,,,
p2566,BLACK,M,ADAMSTOWN,MD,MD,1134,v1395,69,,,,,,,,,,,,,,,,,,,,,
p2568,WHITE,M,ADAMSTOWN,MD,MD,1108,v3293,36,,,,,,,,,,,,,,,,,,,,,
p2571,WHITE,M,ADAMSTOWN,MD,MD,1116,v1396,42,,,,,,,,,,,,,,,,,,,,,
p2572,WHITE,M,ABINGDON,MD,MD,1104,v2842,54,,,,,,,,,,,,,,,,,,,,,
p2574,WHITE,M,ADELPHI,MD,MD,1124,v2276,46,,,,,,,,,,,,,,,,,,,,,
p2578,BLACK,M,ADELPHI,MD,MD,1132,v2277,59,,,,,,,,,,,,,,,,,,,,,
p2580,HISPANIC,M,ADELPHI,MD,MD,1136,v2278,48,,,,,,,,,,,,,,,,,,,,,
p2581,WHITE,M,ABIQUIU,NM,NM,1108,v2843,21,,,,,,,,,,,,,,,,,,,,,
p2582,WHITE,M,ADAMSTOWN,MD,MD,1110,v3294,46,,,,,,,,,,,,,,,,,,,,,
p2585,WHITE,M,ABITA SPRINGS,LA,DC,1110,v2844,43,,,,,,,,,,,,,,,,,,,,,
p2588,WHITE,M,ADAMSTOWN,MD,MD,1120,v1397,67,,,,,,,,,,,,,,,,,,,,,
p2593,WHITE,M,ADELPHI,MD,MD,1138,v2279,60,,,,,,,,,,,,,,,,,,,,,
p2596,OTHER,M,ADAMSTOWN,MD,MD,1154,v3399,22,,,,,,,,,,,,,,,,,,,,,
p2600,BLACK,M,ADELPHI,MD,MD,1140,v2280,44,,,,,,,,,,,,,,,,,,,,,
p2602,HISPANIC,M,ADELPHI,MD,MD,1142,v2281,66,,,,,,,,,,,,,,,,,,,,,
p2604,HISPANIC,M,ADELPHI,MD,MD,1148,v2282,19,,,,,,,,,,,,,,,,,,,,,
p2606,BLACK,M,ADELPHI,MD,MD,1128,v2283,40,,,,,,,,,,,,,,,,,,,,,
p2608,WHITE,F,ADAMSTOWN,MD,MD,1118,v1398,47,,,,,,,,,,,,,,,,,,,,,
p2609,BLACK,M,ADAMSTOWN,MD,MD,1116,v1696,63,,,,,,,,,,,,,,,,,,,,,
p2610,HISPANIC,M,ADELPHI,MD,MD,1100,v2284,58,,,,,,,,,,,,,,,,,,,,,
p2615,HISPANIC,M,ADELPHI,MD,MD,1106,v3118,33,,,,,,,,,,,,,,,,,,,,,
p2617,HISPANIC,M,ADELPHI,MD,MD,1104,v2285,35,,,,,,,,,,,,,,,,,,,,,
p2620,BLACK,M,ADAMSTOWN,MD,MD,1120,v1697,52,,,,,,,,,,,,,,,,,,,,,
p2624,BLACK,M,ACCOKEEK,MD,MD,1112,v2845,24,,,,,,,,,,,,,,,,,,,,,
p2625,WHITE,M,ADAMSTOWN,MD,MD,1118,v1698,42,,,,,,,,,,,,,,,,,,,,,
p2628,WHITE,M,ADAMSTOWN,MD,MD,1150,v1699,47,,,,,,,,,,,,,,,,,,,,,
p2633,WHITE,F,ADAMSTOWN,MD,MD,1158,v1700,68,,,,,,,,,,,,,,,,,,,,,
p2635,BLACK,M,ADELPHI,MD,MD,1108,v2286,25,,,,,,,,,,,,,,,,,,,,,
p2637,BLACK,M,ACCOKEEK,MD,MD,1130,v2846,66,,,,,,,,,,,,,,,,,,,,,
p2638,BLACK,M,ACCOKEEK,MD,MD,1102,v2847,59,,,,,,,,,,,,,,,,,,,,,
p2639,HISPANIC,M,ADELPHI,MD,MD,1110,v2287,61,,,,,,,,,,,,,,,,,,,,,
p2640,BLACK,M,ACCOKEEK,MD,MD,1106,v2848,40,,,,,,,,,,,,,,,,,,,,,
p2642,BLACK,M,ACCOKEEK,MD,MD,1126,v2849,52,,,,,,,,,,,,,,,,,,,,,
p2647,WHITE,F,ADAMSTOWN,MD,MD,1152,v1701,22,,,,,,,,,,,,,,,,,,,,,
p2650,WHITE,M,ADAMSTOWN,MD,MD,1150,v1399,29,,,,,,,,,,,,,,,,,,,,,
p2651,HISPANIC,M,ADELPHI,MD,MD,1112,v2288,43,,,,,,,,,,,,,,,,,,,,,
p2653,BLACK,M,ADELPHI,MD,MD,1126,v3119,69,,,,,,,,,,,,,,,,,,,,,
p2654,WHITE,M,ADELPHI,MD,MD,1114,v3120,55,,,,,,,,,,,,,,,,,,,,,
p2655,BLACK,M,ADELPHI,MD,MD,1130,v2289,62,,,,,,,,,,,,,,,,,,,,,
p2657,BLACK,M,ACCOKEEK,MD,MD,1114,v2850,30,,,,,,,,,,,,,,,,,,,,,
p2658,HISPANIC,M,ADELPHI,MD,TX,1102,v2290,32,,,,,,,,,,,,,,,,,,,,,
p2660,WHITE,M,ADAMSTOWN,MD,MD,1154,v1702,18,,,,,,,,,,,,,,,,,,,,,
p2661,BLACK,M,ACCOKEEK,MD,MD,1122,v2851,70,,,,,,,,,,,,,,,,,,,,,
p2663,BLACK,M,ACCOKEEK,MD,MD,1134,v2852,64,,,,,,,,,,,,,,,,,,,,,
p2665,HISPANIC,M,ADELPHI,MD,TX,1106,v2291,40,,,,,,,,,,,,,,,,,,,,,
p2670,HISPANIC,M,ADELPHI,MD,TX,1126,v2292,40,,,,,,,,,,,,,,,,,,,,,
p2674,HISPANIC,M,ADELPHI,MD,TX,1114,v2293,44,,,,,,,,,,,,,,,,,,,,,
p2675,BLACK,M,ADAMSTOWN,MD,MD,1158,v1400,54,,,,,,,,,,,,,,,,,,,,,
p2676,HISPANIC,M,ADELPHI,MD,TX,1122,v2294,48,,,,,,,,,,,,,,,,,,,,,
p2677,HISPANIC,M,ADELPHI,MD,MD,1134,v2295,20,,,,,,,,,,,,,,,,,,,,,
p2681,HISPANIC,M,ADELPHI,MD,MD,1116,v2296,69,,,,,,,,,,,,,,,,,,,,,
p2685,WHITE,M,ADAMSTOWN,MD,MD,1152,v1401,26,,,,,,,,,,,,,,,,,,,,,
p2686,WHITE,F,ADELPHI,MD,MD,1122,v3121,41,,,,,,,,,,,,,,,,,,,,,
p2687,BLACK,F,ADELPHI,MD,MD,1134,v3122,20,,,,,,,,,,,,,,,,,,,,,
p2692,BLACK,F,ADELPHI,MD,MD,1120,v2297,35,,,,,,,,,,,,,,,,,,,,,
p2696,BLACK,F,ADELPHI,MD,MD,1118,v2298,53,,,,,,,,,,,,,,,,,,,,,
p2698,HISPANIC,M,ADELPHI,MD,MD,1116,v3123,37,,,,,,,,,,,,,,,,,,,,,
p2701,BLACK,M,ADELPHI,MD,MD,1150,v2299,45,,,,,,,,,,,,,,,,,,,,,
p2703,BLACK,M,ADELPHI,MD,MD,1158,v2300,66,,,,,,,,,,,,,,,,,,,,,
p2704,BLACK,F,ADELPHI,MD,MD,1120,v3124,25,,,,,,,,,,,,,,,,,,,,,
p2708,BLACK,M,ADELPHI,MD,MD,1152,v2301,62,,,,,,,,,,,,,,,,,,,,,
p2710,HISPANIC,M,ADELPHI,MD,MD,1154,v2302,56,,,,,,,,,,,,,,,,,,,,,
p2712,HISPANIC,M,ADELPHI,MD,XX,1156,v2303,27,,,,,,,,,,,,,,,,,,,,,
p2716,OTHER,M,ACCOKEEK,MD,MD,1116,v2853,44,,,,,,,,,,,,,,,,,,,,,
p2725,BLACK,F,ACCOKEEK,MD,MD,1120,v2854,54,,,,,,,,,,,,,,,,,,,,,
p2727,BLACK,F,ACCOKEEK,MD,MD,1118,v2855,46,,,,,,,,,,,,,,,,,,,,,
p2732,HISPANIC,M,ADELPHI,MD,XX,1144,v2304,63,,,,,,,,,,,,,,,,,,,,,
p2740,BLACK,M,ADELPHI,MD,MD,1118,v3125,66,,,,,,,,,,,,,,,,,,,,,
p2748,BLACK,M,ADELPHI,MD,MD,1146,v2305,56,,,,,,,,,,,,,,,,,,,,,
p2757,BLACK,F,ACCOKEEK,MD,MD,1150,v2856,64,,,,,,,,,,,,,,,,,,,,,
p2762,HISPANIC,M,ADELPHI,MD,XX,1124,v2306,33,,,,,,,,,,,,,,,,,,,,,
p2774,WHITE,M,ADELPHI,MD,MD,1132,v2307,44,,,,,,,,,,,,,,,,,,,,,
p2775,HISPANIC,F,ADELPHI,MD,MD,1150,v3126,35,,,,,,,,,,,,,,,,,,,,,
p2776,BLACK,F,ACCOKEEK,MD,MD,1158,v2857,28,,,,,,,,,,,,,,,,,,,,,
p2778,HISPANIC,F,ADELPHI,MD,MD,1158,v3127,55,,,,,,,,,,,,,,,,,,,,,
p2782,WHITE,F,ADAMSTOWN,MD,MD,1154,v1402,34,,,,,,,,,,,,,,,,,,,,,
p2784,HISPANIC,F,ADELPHI,MD,MD,1152,v3128,62,,,,,,,,,,,,,,,,,,,,,
p2788,BLACK,F,ADELPHI,MD,MD,1136,v2308,65,,,,,,,,,,,,,,,,,,,,,
p2792,WHITE,M,ADELPHI,MD,MD,1138,v2309,43,,,,,,,,,,,,,,,,,,,,,
p2794,WHITE,M,ADAMSTOWN,MD,MD,1156,v1703,27,,,,,,,,,,,,,,,,,,,,,
p2796,WHITE,F,ADAMSTOWN,MD,MD,1144,v1704,66,,,,,,,,,,,,,,,,,,,,,
p2801,WHITE,F,ADAMSTOWN,MD,MD,1146,v1705,52,,,,,,,,,,,,,,,,,,,,,
p2802,WHITE,F,ADAMSTOWN,MD,MD,1156,v1403,51,,,,,,,,,,,,,,,,,,,,,
p2805,BLACK,F,ACCOKEEK,MD,MD,1152,v2858,24,,,,,,,,,,,,,,,,,,,,,
p2806,BLACK,F,ADELPHI,MD,MD,1140,v2310,52,,,,,,,,,,,,,,,,,,,,,
p2808,BLACK,F,ACCOKEEK,MD,MD,1154,v2859,51,,,,,,,,,,,,,,,,,,,,,
p2809,BLACK,F,ADELPHI,MD,MD,1142,v2311,36,,,,,,,,,,,,,,,,,,,,,
p2810,WHITE,M,ADAMSTOWN,MD,MD,1124,v1706,70,,,,,,,,,,,,,,,,,,,,,
p2811,WHITE,M,ACCOKEEK,MD,MD,1156,v2860,49,,,,,,,,,,,,,,,,,,,,,
p2812,WHITE,M,ADELPHI,MD,MD,1148,v2312,44,,,,,,,,,,,,,,,,,,,,,
p2814,WHITE,F,ADAMSTOWN,MD,MD,1144,v1404,48,,,,,,,,,,,,,,,,,,,,,
p2816,WHITE,F,ADAMSTOWN,MD,MD,1132,v1707,59,,,,,,,,,,,,,,,,,,,,,
p2818,WHITE,F,ADAMSTOWN,MD,MD,1146,v1405,31,,,,,,,,,,,,,,,,,,,,,
p2823,WHITE,M,ADELPHI,MD,MD,1128,v2313,45,,,,,,,,,,,,,,,,,,,,,
