personid,dateofstop,timeofstop,agency,subagency,descrption,location,latitude,longitude,contributedaccident,belts,personalinjury,propertydamge,fatal,commerciallicense,hazmat,commericalvehicels,alcohol,workzone,accident
p1834,10/23/2014,18:03:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,DARNESTOWN RD / JERUSALEM RD,39.17522833,-77.4054,No,Yes,No,Yes,No,No,No,No,No,No,No
p1839,4/15/2013,15:22:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,RT 28 / JERUSALEM RD,,,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
p1840,7/15/2014,0:29:00,MCP,"1st district, Rockville",DRIVING A MOTOR VEH WITHOUT A VALID MEDICAL EXAMINERS CERTIFICATE IN POSSESSION,W/B SHADY GROVE RD AT CRABBS BRANCH WAY,39.12821333,-77.16743667,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
p1846,12/13/2015,12:38:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,N/B 270 AT EXIT 5,39.07794167,-77.168975,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No
p1850,7/28/2015,10:20:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,N/B TRAVILAH RD/BRUSHWOOD TER,,,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No
p1852,9/11/2014,7:20:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 47 MPH IN A POSTED 30 MPH ZONE,DARNESTOWN RD @ BLACKBERRY DR,39.11626833,-77.24798,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes
p1853,3/5/2013,9:46:00,MCP,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,WB SHADY GROVE METRO EXIT @ 370,39.12822392,-77.1610312,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No
p1859,7/7/2016,15:20:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 54 MPH IN A POSTED 35 MPH ZONE,SHADY GROVE METRO EXIT @ SHADY GROVE RD,39.12803,-77.16092333,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
p1863,6/17/2014,6:52:00,MCP,"1st district, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,W. MONTGOMERY / MEDICAL CENTER DR,39.10492667,-77.19659167,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No
p1872,2/11/2012,23:25:00,MCP,"1st district, Rockville",DRIVER CONSUMING ALCOHOLIC BEVERAGE IN PASSENGER AREA OF MOTOR VEHICLE ON HIGHWAY,WOOTTON PKWY @ SEVEN LOCKS RD,39.0669639,-77.1619895,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No
p1891,3/12/2015,16:09:00,MCP,"1st district, Rockville",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,DARNESTOWN RD @ TRAVILAH RD,39.09719333,-77.20772333,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
p1909,6/20/2012,8:43:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE,13700 BLOCK ESWORTHY RD,39.08116673,-77.29335295,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes
p1910,2/27/2016,19:26:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,DARNESTOWN RD / JERUSALEM RD,39.17529667,-77.40566833,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No
p1917,12/16/2014,17:15:00,MCP,"1st district, Rockville",STOP LIGHTS (*),MD 355 / SHADY GROVE RD,39.12167833,-77.17893167,No,No,No,No,No,No,No,Yes,No,Yes,No
p1918,10/31/2014,17:11:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,DARNESTOWN RD / JERUSALEM RD,39.17613,-77.4075,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No
p1930,10/23/2014,18:03:00,MCP,"1st district, Rockville",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 59 IN 40,DARNESTOWN RD / JERUSALEM RD,39.17522833,-77.4054,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes
p1931,2/5/2016,10:21:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,EB 370 @ SHADY GROVE METRO ENTRANCE,39.12470167,-77.16134833,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
p1937,3/14/2012,9:08:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,13700 BLOCK ESWORTH RD,39.0809543,-77.2934094,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No
p1939,6/5/2013,11:43:00,MCP,"1st district, Rockville",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,RT 28 @ BLACKBERRY DR,39.11628537,-77.2483153,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No
p1941,4/28/2012,2:18:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SOUTHLLAWN LA / E GUDE DR,39.09679118,-77.13530517,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
p1943,1/26/2014,4:49:00,MCP,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,AVERY RD @ DIMES RD,38.99779,-77.10998667,No,No,Yes,No,No,Yes,No,No,No,No,Yes
p1944,10/9/2012,22:14:00,MCP,"1st district, Rockville",POSSESSING MORE THAN ONE DRIVER'S LICENSE AT ANY ONE TIME,FALLS RD/WOOTTON PKWY,39.06997485,-77.16923023,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No
p1948,9/11/2013,10:10:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,I370 ENTRANCE TO METRO,39.12804,-77.16127333,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes
p1961,10/31/2014,17:54:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,DARNESTOWN RD / JERUSALEM RD,39.17514167,-77.405295,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
p1969,7/21/2015,16:49:00,MCP,"1st district, Rockville",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,15200 BLOCK N/B SENECA RD,39.08168167,-77.31654167,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
p1970,7/15/2014,0:29:00,MCP,"1st district, Rockville",DRIVER FAILING TO PREVENT AGAINST LOSS OF LOAD,W/B SHADY GROVE RD AT CRABBS BRANCH WAY,39.12821333,-77.16743667,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
p1973,8/18/2013,3:57:00,MCP,"1st district, Rockville",DRIVING VEH. WITH PASSENGER OVERLOAD,E GUDE DR/ SOUTHLAWN LA,39.096565,-77.13497667,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
p1974,6/9/2014,13:09:00,MCP,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,BOU AVE/CHAPMAN AVE,39.05679833,-77.118105,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes
p1995,5/29/2013,7:09:00,MCP,"1st district, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,SB 270 @ MONTROSE RD,39.0541511,-77.15410453,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
p2001,4/5/2016,16:07:00,MCP,"1st district, Rockville",DRIVING VEHICLE IN HOV LANE WHEN NOT AUTHORIZED BY TRAFFIC CONTROL DEVICE,270 HOV RAMP AT 495,39.03482167,-77.14362167,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes
p2006,10/17/2012,8:22:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,DARNESTOWN RD EB/ DAV RD.,39.09077933,-77.18493317,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
p2027,4/1/2015,16:30:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 45 MPH IN A POSTED 30 MPH ZONE,ESWORTHY RD @ HARTLEY HALL PL,39.08537333,-77.29828833,No,No,No,No,Yes,No,No,Yes,No,No,Yes
p2034,6/5/2013,11:43:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RT 28 @ BLACKBERRY DR,39.11628537,-77.2483153,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No
p2039,10/9/2012,22:14:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,FALLS RD/WOOTTON PKWY,39.06997485,-77.16923023,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
p2052,6/5/2013,11:43:00,MCP,"1st district, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,RT 28 @ BLACKBERRY DR,39.11628537,-77.2483153,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
p2061,4/27/2015,23:31:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,27/MORNINGSTAR,39.42294833,-77.45490833,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes
p2067,8/29/2014,9:47:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RT 28 @ BLACKBERRY DR,39.11620667,-77.24838,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes
p2075,11/18/2013,15:50:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,SGR/MEDICIAL DR,39.09595,-77.19529167,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No
p2081,3/11/2014,8:57:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,13700 BLOCK ESWORTHY RD,39.081085,-77.29334167,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No
p2083,12/3/2013,17:01:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,BEALLSVILLE RD/DARNESTOWN RD,,,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No
p2088,10/9/2012,22:14:00,MCP,"1st district, Rockville",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,FALLS RD/WOOTTON PKWY,39.06997485,-77.16923023,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
p2089,6/1/2016,17:40:00,MCP,"1st district, Rockville",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,N/B 270 FLYOVER RAMP,39.035195,-77.143845,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No
p2104,12/6/2012,8:23:00,MCP,"1st district, Rockville",OPERATING MOTOR VEHICLE WITHOUT PROPER REQUIRED EMERGENCY EQUIPMENT ON POWER UNIT,DARNESTOWN RD @ DUFIEF DR,39.10621025,-77.23269247,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
p2109,9/10/2012,10:20:00,MCP,"1st district, Rockville",OPERATOR NOT RESTRAINED BY SEATBELT,FREDERICK RD / REDLAND RD,39.11763143,-77.16904792,No,No,Yes,No,Yes,Yes,No,No,No,No,No
p2111,12/13/2015,12:38:00,MCP,"1st district, Rockville",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED,N/B 270 AT EXIT 5,39.07794167,-77.168975,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No
p2116,9/23/2016,21:05:00,MCP,"1st district, Rockville",DRIVER FAILURE TO STOP AT STOP SIGN LINE,FISHER AVE. AND ELGIN RD.,39.14526833,-77.41437333,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes
p2118,2/11/2012,23:25:00,MCP,"1st district, Rockville",FAILURE TO PROPERLY MAINTAIN AND FASTEN VEHICLE REGISTRATION PLATE IN VISIBLE POSITION,WOOTTON PKWY @ SEVEN LOCKS RD,39.0669639,-77.1619895,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes
p2119,6/30/2016,18:44:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ROCKVILLE PIKE / DOFGE ST,39.08084833,-77.14353667,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
p2124,3/29/2016,17:56:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 60 MPH IN A POSTED 30 MPH ZONE,DARNESTOWN RD @ BEALLSVILLE RD,39.17904667,-77.41230333,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
p2134,9/16/2013,16:44:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RT 28 @ BLACKBERRY DR,39.11614333,-77.247745,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
p2139,8/29/2014,9:47:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,RT 28 @ BLACKBERRY DR,39.11620667,-77.24838,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes
p2148,8/11/2014,8:25:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,DARNESTOWN RD @ BLACKBERRY DR,39.11621667,-77.24801833,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes
p2158,11/3/2015,18:04:00,MCP,"1st district, Rockville",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 59 IN 40,DARNESTOWN RD / JERUSALEM RD,39.175665,-77.4064,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No
p2181,11/18/2013,15:50:00,MCP,"1st district, Rockville",SUSP,SGR/MEDICIAL DR,39.09595,-77.19529167,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes
p2182,8/3/2014,3:16:00,MCP,"1st district, Rockville",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,GLEN RD/BEDFORDSHIRE AVE,39.11437667,-77.237715,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No
p2192,6/22/2012,8:46:00,MCP,"1st district, Rockville",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,RT 28 @ BLACKBERRY DR,39.11616668,-77.24784175,Yes,No,No,Yes,No,No,No,No,No,No,Yes
p2193,9/4/2014,13:52:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,MUDDY BRANCH RD @ DARNESTOWN RD,39.10308,-77.22186833,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No
p2210,1/10/2013,16:14:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,MACARTHUR BLVD @ ANCHORAGE DR,38.97743622,-77.19431932,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
p2231,4/26/2016,15:52:00,MCP,"1st district, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,E/B KEY WEST AT DIAMONDBACK DR,39.105305,-77.19753,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
p2249,10/8/2015,14:01:00,MCP,"1st district, Rockville",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,ROCKVILLE PIK / TEMPLETON PL,39.06812167,-77.12933333,No,No,No,No,No,No,No,No,No,No,No
p2252,4/28/2015,16:37:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,RT 28 @ BLACKBERRY DR,39.11613,-77.24780167,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes
p2271,6/27/2016,23:15:00,MCP,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,RT 355 / TEMPLETON PL,39.06583333,-77.12746833,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
p2273,5/29/2014,11:40:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,REDLAND RD AT 355  NO LEFT TURN SIGN,39.11426,-77.164135,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
p2281,1/19/2012,15:16:00,MCP,"1st district, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,S/B I 270 @ I 370,39.12018103,-77.19798135,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No
p2288,6/12/2015,11:18:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,S/B RIVER RD @ LAKE POTOMAC DR,39.0401,-77.251445,No,No,Yes,No,No,No,No,No,Yes,No,No
p2305,5/4/2012,21:24:00,MCP,"1st district, Rockville",DRIVING WHILE IMPAIRED BY ALCOHOL,NEW HAMPSHIRE AVENUE @ NOTELY RD,39.07360807,-77.00762938,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
p2318,4/27/2013,16:40:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,28/BIG WOODS RD,39.21329723,-77.42995327,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
p2322,6/2/2014,17:20:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,WB SHADY GROVE METRO EXIT @ 370,39.12798667,-77.16093167,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
p2346,10/2/2013,10:02:00,MCP,"1st district, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,SHADY GROVE /W. MONTGOMERY,39.10413333,-77.190565,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes
p2353,10/17/2016,9:32:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 30 MPH ZONE,TRAVILAH RD AT BRUSHWOOD TERR,39.06431667,-77.27002333,Yes,No,No,No,No,No,No,Yes,No,No,Yes
p2361,11/20/2015,21:32:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,VEIRS MILL RD @ ATLANTIC AVE,39.066515,-77.12767333,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes
p2363,9/11/2013,10:10:00,MCP,"1st district, Rockville",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS,I370 ENTRANCE TO METRO,39.12804,-77.16127333,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes
p2381,2/16/2013,13:18:00,MCP,"1st district, Rockville",DRIVING A RENTED MOTOR VEHICLE IN VIOLATION OF RENTAL AGREEMENT,MONTROSE PARKWAY AND HOYA DRIVE,39.05209932,-77.11809117,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No
p2395,9/1/2014,6:15:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,N/B 270 @ GUDE DR,39.104265,-77.181315,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
p2410,5/20/2012,2:34:00,MCP,"1st district, Rockville",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,VEIRS MILL RD / ASPEN HILL RD,39.0746588,-77.1152136,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
p2424,5/15/2012,18:11:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ROSEAMRY ST/ROSEMARY CIRCLE,38.97750735,-77.07884967,No,Yes,No,No,No,Yes,No,Yes,No,No,No
p2443,6/19/2015,23:06:00,MCP,"1st district, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,355 /MONROE ST,39.08295833,-77.14668,No,No,No,Yes,No,No,Yes,No,No,No,No
p2449,8/15/2013,16:12:00,MCP,"1st district, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALKNOT CONTRIBUTING TO ACCIDENT,MD AVE & S. WASHINGTON ST,39.08089765,-77.15067355,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
p2450,11/11/2014,19:25:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,28/BIG WOODS RD,39.216275,-77.42834833,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
p2451,8/30/2016,15:49:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,DICKERSON RD / MARTINSBURG RD,39.21324667,-77.43017333,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes
p2458,6/16/2015,7:06:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 46 MPH IN A POSTED 30 MPH ZONE,13801 ESWORTHY RD,39.08108167,-77.29353333,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes
p2459,3/9/2013,3:30:00,MCP,"1st district, Rockville",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,NORBECK RD / E. GUDE DR,39.086315,-77.13557667,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes
p2469,5/10/2012,8:58:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,13700 BLOCK ESWORTHY RD,39.08103528,-77.29334773,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes
p2475,6/22/2012,8:46:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,RT 28 @ BLACKBERRY DR,39.11616668,-77.24784175,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
p2480,9/29/2014,8:25:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,13700 BLOCK ESWORTHY RD,39.08104167,-77.29339,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No
p2518,8/18/2014,8:40:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,EB GLEN RD @ GREAT ELM DR,39.053685,-77.24166833,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
p2535,5/15/2015,17:45:00,MCP,"1st district, Rockville",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED,S/B 270 AT EXIT 5,39.101395,-77.179585,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
p2540,2/16/2013,13:18:00,MCP,"1st district, Rockville",DRIVING  MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,MONTROSE PARKWAY AND HOYA DRIVE,39.05209932,-77.11809117,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
p2545,7/17/2015,10:51:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,NB REDLAND RD AT YELLOWSTONE WAY,39.24749667,-77.15677833,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No
p2550,6/9/2014,13:09:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BOU AVE/CHAPMAN AVE,39.05679833,-77.118105,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes
p2551,8/18/2013,3:57:00,MCP,"1st district, Rockville",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,E GUDE DR/ SOUTHLAWN LA,39.096565,-77.13497667,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No
p2558,8/11/2014,8:25:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 53 MPH IN A POSTED 30 MPH ZONE,DARNESTOWN RD @ BLACKBERRY DR,39.11621667,-77.24801833,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
p2562,11/25/2014,23:09:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE,GREAT SENECA ROAD@ DARNESTOWN RD,39.09719333,-77.20398667,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
p2573,8/27/2013,8:09:00,MCP,"1st district, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,ENT TO SHADY GROVE METRO FROM ICC/370,39.12469333,-77.16117333,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No
p2586,11/18/2013,15:50:00,MCP,"1st district, Rockville",PLATE,SGR/MEDICIAL DR,39.09595,-77.19529167,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
p2589,1/20/2012,13:45:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,NEW HAMPSHIRE AVE @ ELTON ROAD,39.02185128,-76.97709623,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
p2598,10/23/2014,18:03:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,DARNESTOWN RD / JERUSALEM RD,39.17522833,-77.4054,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
p2599,2/18/2014,17:39:00,MCP,"1st district, Rockville",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,RT 355/HALPINE RD.,39.06217,-77.12313833,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
p2607,10/2/2013,10:02:00,MCP,"1st district, Rockville",FAILURE TO NOTIFY ADM. OF ADDRESS CHANGE WITHIN 30 DAYS,SHADY GROVE /W. MONTGOMERY,39.10413333,-77.190565,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
p2622,12/31/2014,16:13:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,RT 28 AT DARNESTOWN ROAD,39.10047167,-77.214405,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
